Post_ID,Platform_ID,Platform,Post_Type,Post_Content,Post_Timestamp,Date,Weekday_Type,Time,Time_Period,Sentiment,Campaign_ID,Campaign_Key,Influencer_ID,Influencer_Key
0d0f9b4d-126e-4312-97dd-e6faa38a8d31,2,Facebook,Video,Stop tree cell camera mouth what.,2022-09-10 04:47:41,2022-09-10,Weekend,04:47:41,Night,,567c142e-0b89-4161-a241-53ef4fa4aeeb,6,,
ea63ee08-c599-4746-b39f-b81bc3298732,2,Facebook,Video,Billion plant student station.,2021-08-30 08:41:25,2021-08-30,Weekday,08:41:25,Morning,Neutral,,,,
d4223865-2170-4c37-a0ba-a29d2b5319e4,2,Facebook,Link,Nothing later draw some some that.,2023-07-07 05:15:02,2023-07-07,Weekday,05:15:02,Night,Neutral,72c522e2-3829-4b52-a625-ccbf643c9c3d,7,,
761084f6-e19c-4bbf-8705-7b6d57f742ab,1,Instagram,Image,Establish both least total.,2023-08-14 22:53:20,2023-08-14,Weekday,22:53:20,Night,Neutral,,,,
cae45e1c-6971-4909-9ed9-bc40d88b171c,3,Twitter,Link,Garden debate interesting pick improve as rock.,2022-05-12 19:41:03,2022-05-12,Weekday,19:41:03,Evening,,,,,
a6d4f283-9362-4f76-880c-8c8dc9749398,1,Instagram,Video,Cause clearly school require that talk certainly.,2023-11-13 01:16:22,2023-11-13,Weekday,01:16:22,Night,Positive,,,,
d4137999-e1a8-47e0-9ec0-b4520b729488,2,Facebook,Video,Miss wall whose serious natural.,2021-12-08 14:40:00,2021-12-08,Weekday,14:40:00,Afternoon,,,,,
7ed2e220-46f3-493f-be19-f0ba1521ed02,3,Twitter,Video,Light accept decision grow air.,2024-03-06 15:51:17,2024-03-06,Weekday,15:51:17,Afternoon,Positive,,,,
f630bfa8-f4e4-489c-916a-79ac27919342,3,Twitter,Image,Speech player daughter design.,2023-12-08 12:43:15,2023-12-08,Weekday,12:43:15,Afternoon,Neutral,1a54902e-36c1-41bb-9933-d60447837809,8,,
e0268fe6-d486-4b2f-ad7f-2273ed98b71d,3,Twitter,Link,Age exactly economy dream rate amount thank conference.,2022-12-22 16:22:49,2022-12-22,Weekday,16:22:49,Afternoon,,f3ce7528-81fc-476d-9796-e3dae5cd9c43,9,e052d5e6-25cd-43fb-b956-85eb7ebe5060,4
7ce70a75-1edb-407f-b917-ada84dc2f3ce,1,Instagram,Video,Modern yet arm man third.,2023-07-14 12:13:57,2023-07-14,Weekday,12:13:57,Afternoon,,,,,
a67e9ded-6f65-4891-8b30-f8e41f3019a2,2,Facebook,Video,Hope war book religious training hot.,2023-02-18 23:59:43,2023-02-18,Weekend,23:59:43,Night,,b781cbbc-49cd-4180-9e27-f79adb84f8c9,10,,
a7d40196-8590-4790-8105-9254a2ec017f,4,LinkedIn,Image,Fight deal share mind leave another.,2022-12-23 15:43:07,2022-12-23,Weekday,15:43:07,Afternoon,Neutral,,,,
c9e82878-96aa-4d24-a17f-1a724259f584,1,Instagram,Link,Act choice series main none us consider.,2021-05-12 10:35:51,2021-05-12,Weekday,10:35:51,Morning,,,,,
bf5f5a98-da85-4379-83d3-60b86ba6ed51,3,Twitter,Image,Such pay everyone financial.,2023-05-26 08:10:25,2023-05-26,Weekday,08:10:25,Morning,,,,,
11d0b5bf-8f63-49fa-aa16-96f9d3ea991f,3,Twitter,Image,Dinner health stuff position notice.,2021-12-14 09:22:30,2021-12-14,Weekday,09:22:30,Morning,,,,,
5fb9da1c-b20f-4d98-87a6-d8c9fd3eb6c0,3,Twitter,Link,Than course here hope trouble magazine.,2022-10-08 00:45:11,2022-10-08,Weekend,00:45:11,Night,Negative,,,,
8d48e287-2312-44b1-937d-e6e297e6f529,4,LinkedIn,Image,Out wide both billion ahead each.,2023-09-16 07:19:32,2023-09-16,Weekend,07:19:32,Morning,,,,,
6b5b6eee-e099-4c7a-be86-089e1f19c814,1,Instagram,Image,Stand high describe.,2024-01-07 11:26:33,2024-01-07,Weekend,11:26:33,Morning,,,,,
0af30113-9514-4a31-a44f-a2a6880718d4,3,Twitter,Image,Camera leader million ask anyone.,2023-04-14 15:12:54,2023-04-14,Weekday,15:12:54,Afternoon,,,,,
0b735931-ae23-4ce1-9d8a-622fc7273b05,3,Twitter,Video,Under again fight hand.,2023-05-09 00:00:50,2023-05-09,Weekday,00:00:50,Night,Neutral,,,,
77e3491d-4192-413e-adad-28befa3aa7f5,4,LinkedIn,Image,Child throughout senior available.,2022-04-06 14:23:48,2022-04-06,Weekday,14:23:48,Afternoon,,,,,
021c8d71-e1db-42ce-b1af-7115c5bffa6a,1,Instagram,Link,Leader key other mother long.,2021-04-09 20:27:40,2021-04-09,Weekday,20:27:40,Evening,,,,,
d18925b0-838f-49fd-a3b0-a3c9a8aba6a8,1,Instagram,Image,Million despite military.,2022-07-28 22:23:10,2022-07-28,Weekday,22:23:10,Night,,,,,
d1caaf47-ada6-4ff5-9cd9-b7e848af7df3,3,Twitter,Link,Individual draw star blood Republican.,2023-06-25 12:18:44,2023-06-25,Weekend,12:18:44,Afternoon,Neutral,,,,
f8242283-2095-447c-9683-4a22340d20d2,4,LinkedIn,Video,Enjoy structure ahead manager three majority.,2023-09-12 01:23:06,2023-09-12,Weekday,01:23:06,Night,Neutral,bb93a3a3-0483-4739-9d97-fdb983d0fafa,11,,
fd839329-993f-4902-864e-96d0827fd7c2,2,Facebook,Video,Center article improve kid all though trial.,2021-08-21 22:18:38,2021-08-21,Weekend,22:18:38,Night,Negative,,,,
37dee93e-dd1f-4278-bc72-c03354013766,2,Facebook,Image,Direction enjoy shake director factor.,2023-06-14 16:39:44,2023-06-14,Weekday,16:39:44,Afternoon,,,,,
775e17f5-b922-4ef7-9962-b580edcfd8a7,1,Instagram,Link,Product include police agency consumer hard.,2024-01-04 09:26:32,2024-01-04,Weekday,09:26:32,Morning,Negative,bdca9b4b-9167-4c83-a894-15b58da4ad07,12,,
fa301855-6170-4ebb-8308-18afb289676b,1,Instagram,Image,Hour appear recent majority word however father then.,2021-11-08 22:08:31,2021-11-08,Weekday,22:08:31,Night,,,,ac608679-ced2-4164-892f-24a1fb5672b8,5
5290f6ba-dabb-401f-b117-497898141264,4,LinkedIn,Image,Discuss just phone nice former since woman common.,2023-04-13 03:03:32,2023-04-13,Weekday,03:03:32,Night,,,,,
abaefb8c-b325-4270-9360-d384858b624c,2,Facebook,Video,Bag body hour threat.,2024-02-19 11:38:31,2024-02-19,Weekday,11:38:31,Morning,Neutral,9b716197-5c13-4981-ac3d-962eef0bfda5,13,,
c7a7f6d4-d5e4-4372-a607-212a6e743303,1,Instagram,Link,Individual management on can pick enough series.,2023-10-04 20:55:11,2023-10-04,Weekday,20:55:11,Evening,,,,,
029ff8cc-5535-4f13-b444-01839e3ee2e0,2,Facebook,Image,Trouble high image population discuss physical security.,2021-12-30 21:58:18,2021-12-30,Weekday,21:58:18,Evening,,,,,
1877a2bb-b9a6-4fa9-bfcb-7e6db62c6926,1,Instagram,Link,Against wind amount cell usually key plan.,2022-02-14 22:12:13,2022-02-14,Weekday,22:12:13,Night,,,,,
78f18c82-0f65-4160-9151-e56e0f0bd171,2,Facebook,Image,Matter group pressure large.,2022-03-14 01:18:28,2022-03-14,Weekday,01:18:28,Night,,,,,
3f1168ee-fa43-421e-9d4b-2d672bbb8d3d,2,Facebook,Image,Democratic respond key record late institution.,2024-01-27 20:44:23,2024-01-27,Weekend,20:44:23,Evening,Positive,9c254583-a902-4e3a-807c-79524952f9d7,14,,
802e3d46-5e55-444c-a9d6-1e7dd994f23f,2,Facebook,Image,For born everyone bed.,2022-01-28 08:52:43,2022-01-28,Weekday,08:52:43,Morning,,,,,
49792d7b-f082-43fb-889c-e718b8887933,2,Facebook,Video,Buy state approach decide.,2023-11-29 21:35:09,2023-11-29,Weekday,21:35:09,Evening,Negative,,,,
5c6cfc95-6bbb-47a9-99fe-ea98c89ca2f2,4,LinkedIn,Image,Work whole manage put.,2024-02-23 16:41:37,2024-02-23,Weekday,16:41:37,Afternoon,Positive,795b1730-6a55-49a3-a71f-3f37ae8a68d0,15,,
05451de5-f04a-4789-a709-a73d524e880e,1,Instagram,Image,My collection foreign everybody staff spend.,2023-07-08 20:59:03,2023-07-08,Weekend,20:59:03,Evening,Positive,,,,
a2af2c22-08a7-4269-b8cd-576eac4b084f,2,Facebook,Video,Station most gas support.,2021-03-27 21:52:25,2021-03-27,Weekend,21:52:25,Evening,Neutral,,,,
79c782e9-d5ac-45e8-8050-8f91ea973866,2,Facebook,Image,Together rate thing forward lawyer mother.,2022-10-31 23:16:30,2022-10-31,Weekday,23:16:30,Night,Neutral,aabf5d1a-aa12-43a4-8724-731faf506b88,16,,
cda42959-1c62-4cbb-8e19-4ce2aae3ff90,2,Facebook,Image,Show note necessary yes.,2024-02-05 04:10:06,2024-02-05,Weekday,04:10:06,Night,,,,,
f5b40169-132b-4b90-a5dc-0b4823153fd9,2,Facebook,Image,Full option car and.,2021-06-30 06:02:14,2021-06-30,Weekday,06:02:14,Morning,Negative,,,,
1fca60f1-8d6c-4242-b3be-679cf806ea5a,2,Facebook,Link,Agree key live cost down step.,2021-09-04 19:19:24,2021-09-04,Weekend,19:19:24,Evening,,,,,
2f9b0d9a-3ebb-4e30-aebc-c0c0d8a2302b,3,Twitter,Link,Relate rock talk hot board political believe inside.,2023-01-20 16:21:32,2023-01-20,Weekday,16:21:32,Afternoon,Neutral,,,,
d45ee71c-bbaa-46e0-892a-ccb99d256519,3,Twitter,Image,Their finally say adult.,2021-08-03 18:44:07,2021-08-03,Weekday,18:44:07,Evening,,a7b0485a-4632-4a22-bcbf-e21273365846,17,,
40853101-4540-423c-ba2d-162635f09178,3,Twitter,Link,Despite attorney technology late.,2021-04-17 03:06:27,2021-04-17,Weekend,03:06:27,Night,Negative,,,,
daa5695e-7aa6-4aa1-8aff-aab66269d075,2,Facebook,Video,Yes police hair can either service.,2023-01-06 07:22:02,2023-01-06,Weekday,07:22:02,Morning,,,,,
2affbbe2-6f9a-47fe-925c-d9f564fcc861,3,Twitter,Link,Could skill debate interesting detail office able put.,2022-06-12 19:34:47,2022-06-12,Weekend,19:34:47,Evening,,,,,
9b3d01fe-b807-4135-b858-35f1ee9e97e2,1,Instagram,Link,Cold yourself bit.,2021-05-15 13:56:48,2021-05-15,Weekend,13:56:48,Afternoon,,,,,
7c0a7424-64ac-4162-a79d-238adb6c3dfc,1,Instagram,Image,Imagine suggest forget particular hope within both shoulder.,2024-01-21 00:22:15,2024-01-21,Weekend,00:22:15,Night,Negative,9848e85a-1f32-41ea-9284-ef8c2c556458,18,,
e94433cc-d350-4d85-a7fa-8ba1968afd2d,4,LinkedIn,Link,Positive ten one.,2021-05-30 17:41:56,2021-05-30,Weekend,17:41:56,Afternoon,,cd78116a-46a8-4023-bf2e-3f622c04b6b5,19,,
332ec70a-1a45-43cc-882d-ac8cd65f7c09,1,Instagram,Link,Foreign from grow tend hit million military.,2021-11-13 05:13:44,2021-11-13,Weekend,05:13:44,Night,,,,cd293fe9-316f-42e9-8aa4-c54988f5c64b,6
917012e5-658c-46cc-b3b9-13f7b0a8ef00,3,Twitter,Link,Large authority history lot end seem agreement bed.,2021-10-08 07:50:37,2021-10-08,Weekday,07:50:37,Morning,Positive,4b16e35b-15d9-4c74-8886-3e133b94b142,20,,
d514051f-c624-4337-be65-36bdd647c21c,1,Instagram,Video,Color when fish last they into.,2022-03-10 15:13:40,2022-03-10,Weekday,15:13:40,Afternoon,Neutral,528d9316-0006-4f1c-b675-f5a8d49bca8c,21,24097ad3-86e7-4ede-995d-166a43f36806,7
8ad930ca-d9ae-4a5d-856d-8dc1610199e6,3,Twitter,Video,Sister morning red maybe.,2021-12-19 05:04:28,2021-12-19,Weekend,05:04:28,Night,Neutral,a003844d-b0a3-4cc8-b0ae-06e07d37bfed,22,,
f0ffe63e-a717-4a01-a71f-7c0cc84d1da4,1,Instagram,Video,Science half important model role.,2023-08-07 19:46:12,2023-08-07,Weekday,19:46:12,Evening,Neutral,,,,
547a719e-81ea-470f-a6ba-9e6c81b334af,4,LinkedIn,Image,Article prepare human trouble issue opportunity Mr time.,2023-10-01 03:14:15,2023-10-01,Weekend,03:14:15,Night,Neutral,,,,
655ae252-75eb-4486-9992-154ae10cb99a,2,Facebook,Link,Detail personal product something social nearly.,2021-09-11 15:59:02,2021-09-11,Weekend,15:59:02,Afternoon,Negative,,,,
64f5db2f-bf64-4221-85df-164fd29b6562,2,Facebook,Video,Film including should public will.,2022-07-16 03:27:23,2022-07-16,Weekend,03:27:23,Night,,,,,
23eb3243-5b2c-4b07-bfa2-1041c1c73068,1,Instagram,Image,Music on by energy back protect.,2022-11-06 01:49:29,2022-11-06,Weekend,01:49:29,Night,Negative,,,,
1e406e05-2f28-409e-9256-a83c1b5c328e,1,Instagram,Image,Court movement red section.,2021-12-17 20:38:55,2021-12-17,Weekday,20:38:55,Evening,Neutral,,,,
3f1433fc-ae9c-4184-8a6c-ab497ed736a9,1,Instagram,Video,One significant ahead speech.,2023-07-19 16:44:53,2023-07-19,Weekday,16:44:53,Afternoon,Neutral,2b98d1df-8d4c-481d-be35-fc559e1acbcd,23,6aee41e0-aa56-4165-a156-261d4429d98e,8
b7cecc62-73e9-4ba9-a6bb-e8cda4b1376c,3,Twitter,Image,Whether approach growth.,2022-03-22 10:12:54,2022-03-22,Weekday,10:12:54,Morning,,,,0286c8c2-4b54-4db1-bf5c-ced9a70810eb,9
db8a8470-51cc-4b90-aaec-a08d7f806d93,2,Facebook,Link,Race group method especially five education a.,2023-11-25 20:07:11,2023-11-25,Weekend,20:07:11,Evening,,,,,
c2be5589-f1fd-4322-9767-24850a3a1bcf,3,Twitter,Video,Move fall until itself garden admit.,2022-05-19 07:28:52,2022-05-19,Weekday,07:28:52,Morning,,,,,
1f187df3-f692-42fb-a542-96e131b192bb,2,Facebook,Link,Purpose likely walk know four.,2022-11-04 20:42:55,2022-11-04,Weekday,20:42:55,Evening,,10a56673-b54e-4f64-870a-0fbf86323aeb,24,,
7432caf7-56ec-43ee-8bf4-2be03ce72c44,2,Facebook,Link,Capital campaign this gas if state loss.,2023-04-12 07:55:55,2023-04-12,Weekday,07:55:55,Morning,,,,,
cc9ad55a-1fa6-44dd-81e1-e0cdb55c4c9e,1,Instagram,Image,Culture knowledge identify customer about poor.,2022-12-22 03:06:14,2022-12-22,Weekday,03:06:14,Night,Positive,,,,
a096cc2a-873c-4857-a15e-f826f1bb9596,3,Twitter,Video,Modern imagine strong one partner.,2022-01-25 21:34:14,2022-01-25,Weekday,21:34:14,Evening,Negative,,,,
99f8e4a2-7b4f-498d-ad22-8ad953fe21eb,1,Instagram,Link,Worry policy table east.,2023-08-11 04:47:02,2023-08-11,Weekday,04:47:02,Night,Neutral,,,,
ead2fdd1-1a9f-41b1-8930-bbff55e69993,1,Instagram,Image,Glass as culture eight.,2024-01-15 00:51:49,2024-01-15,Weekday,00:51:49,Night,,,,,
c315e79c-ead7-43b7-8f83-ab6e845f3754,2,Facebook,Link,Order against sign surface election.,2022-09-21 09:43:17,2022-09-21,Weekday,09:43:17,Morning,,,,,
bddddcd2-0018-46db-93fa-6078c1038db0,4,LinkedIn,Link,Their people spend whatever sell across eye.,2023-07-02 18:21:23,2023-07-02,Weekend,18:21:23,Evening,,da9a4db5-f67d-4f9b-9ad5-af00da0f5004,25,,
0ebfa279-0eca-4919-b715-76f2ca6a7043,1,Instagram,Video,Civil house budget born seat accept.,2022-06-20 20:55:54,2022-06-20,Weekday,20:55:54,Evening,Positive,,,,
921a6f78-26a8-45b1-a297-4dd6462c3311,2,Facebook,Link,Bed play really name more school.,2021-06-20 20:04:01,2021-06-20,Weekend,20:04:01,Evening,Positive,,,ecc29822-ae79-4bb6-9090-b68e953181a6,10
798542d2-d5cf-4912-877e-5b10b045089a,4,LinkedIn,Video,Happen tend loss woman everybody miss audience.,2022-08-09 01:59:17,2022-08-09,Weekday,01:59:17,Night,Neutral,,,,
21111b73-2954-4903-81ef-3428d2a7ce86,2,Facebook,Image,Significant simply product street small discussion right road.,2023-08-23 20:26:00,2023-08-23,Weekday,20:26:00,Evening,Neutral,,,,
c57bfae8-4217-40b7-9844-264f20383cc4,4,LinkedIn,Video,Add read outside first dinner goal water.,2022-10-30 05:28:56,2022-10-30,Weekend,05:28:56,Night,Negative,55a09281-5205-4f39-b8c7-ef179c600d49,26,,
d7dcee29-7c2d-46c1-8407-a866a5096a95,3,Twitter,Video,Expect boy first fly themselves join debate official.,2022-06-03 10:24:52,2022-06-03,Weekday,10:24:52,Morning,Neutral,1a947963-cceb-4d56-a91f-1c0a94f78c32,27,37c6384a-e1f9-45c5-a983-caf5b21462ce,11
be52fc94-1618-4f03-932d-fd13c2f19f54,1,Instagram,Image,Describe hope if beyond.,2023-11-26 22:52:56,2023-11-26,Weekend,22:52:56,Night,Neutral,,,,
e33956b1-262c-4744-9474-55ff6f5222fb,4,LinkedIn,Link,Forget whether tonight mission model day she network.,2021-03-27 21:56:04,2021-03-27,Weekend,21:56:04,Evening,,,,3477a8ab-c4ee-42f8-8069-4a5240295486,12
203dc70d-0a0d-4b9c-b2a2-dd13e3812a05,4,LinkedIn,Image,Decade make then school produce place.,2022-10-22 22:55:54,2022-10-22,Weekend,22:55:54,Night,,9de1212b-01bd-4b41-a471-961086f0fc28,28,,
135e99a3-29a5-4843-96cd-d79ddd6515a0,3,Twitter,Image,Than join though although me rock left citizen.,2021-05-15 02:42:19,2021-05-15,Weekend,02:42:19,Night,,72761721-53af-4ed0-b2f5-519cb8c208c1,29,,
00333ed0-b4c8-496b-826a-5626710da914,2,Facebook,Video,It south financial human lead north.,2023-03-08 13:15:06,2023-03-08,Weekday,13:15:06,Afternoon,Negative,,,,
810e8efe-e7b3-4dd9-8ee4-97bd108fb6c2,2,Facebook,Link,Economic century professional.,2022-04-14 21:05:52,2022-04-14,Weekday,21:05:52,Evening,,,,,
787f2fb9-4d2c-4a7b-a98b-0a4621128f03,4,LinkedIn,Image,Position sit community grow including health.,2023-06-10 04:30:30,2023-06-10,Weekend,04:30:30,Night,,,,,
6c2d771b-8921-454b-9ee2-70e4266d32af,1,Instagram,Link,Feeling great common.,2021-10-19 21:36:36,2021-10-19,Weekday,21:36:36,Evening,,6671cfa6-bab9-45b3-bc11-6f77195a5d2f,30,,
7692ca40-b539-4ed5-bc92-749876609677,1,Instagram,Image,Begin magazine for western.,2021-12-07 06:45:04,2021-12-07,Weekday,06:45:04,Morning,,,,,
e6a208bf-8a4b-4e32-ab52-f4559af2e094,3,Twitter,Video,Another stock style argue school mouth.,2022-02-21 14:45:45,2022-02-21,Weekday,14:45:45,Afternoon,Negative,,,3cf59f0e-f6a4-4147-b98a-66338a87935a,13
6469cbb0-e5e5-4f8b-b735-0ec22830f84c,3,Twitter,Image,None number about ground prove material.,2021-04-19 22:03:34,2021-04-19,Weekday,22:03:34,Night,,8ad0d168-5434-4cd8-a366-f8b16c4f460b,31,a6fb51a9-00a9-4341-86b6-2d61f9bd1fe0,14
e1394ac4-cc9b-4ca3-ab4d-4c5fac881b52,2,Facebook,Link,Degree be firm charge establish per.,2023-02-12 12:49:26,2023-02-12,Weekend,12:49:26,Afternoon,Neutral,e3eb62bf-e76a-4b76-b5e2-cb6060ef823b,32,3c45e310-8a46-4709-9eab-900e8a5c4fcf,15
7c46d901-fb6b-40bf-8d5d-a69b9644803f,2,Facebook,Link,Suggest tend now less author.,2022-05-18 12:14:12,2022-05-18,Weekday,12:14:12,Afternoon,,,,,
c9cff934-e4e1-4dac-a9dc-01042c971085,4,LinkedIn,Link,Until quality his far require analysis.,2022-08-07 10:57:48,2022-08-07,Weekend,10:57:48,Morning,Negative,,,65d7af43-e9ef-4a3e-9f50-f017587a7c17,16
82a8181e-367c-4154-93e4-d050f6ead889,2,Facebook,Link,Store million full life.,2021-09-12 20:33:53,2021-09-12,Weekend,20:33:53,Evening,,658b9276-89d2-4441-b9d5-c228928e71d4,33,,
e99f4f81-45fa-44ef-b465-73b1f51eb79e,3,Twitter,Image,Life mouth quite you organization.,2023-08-18 09:44:03,2023-08-18,Weekday,09:44:03,Morning,Negative,,,,
31ae27f1-3ea1-47b7-8093-8b9eeb678026,2,Facebook,Image,Action reality customer.,2023-09-29 05:42:33,2023-09-29,Weekday,05:42:33,Night,Neutral,,,,
815c982b-4035-43fb-b1e9-5effc46f58a9,3,Twitter,Video,Administration simply kitchen mission picture recently agency.,2022-03-27 09:48:39,2022-03-27,Weekend,09:48:39,Morning,Positive,,,20016b7d-ed86-47c4-8803-ac4688f93e9a,17
5fe535df-d7f5-4c66-92d7-01894df3bbda,1,Instagram,Link,Food interest spring other concern fish.,2022-08-28 21:52:13,2022-08-28,Weekend,21:52:13,Evening,,,,,
38c9e082-fbd6-443e-9a41-735c90d4214b,2,Facebook,Video,Trial keep draw standard for.,2021-07-23 05:38:29,2021-07-23,Weekday,05:38:29,Night,,,,,
408346da-8104-48f9-8df4-c4426cdaa20a,2,Facebook,Link,Rise maybe budget street cultural must control.,2022-02-23 08:25:22,2022-02-23,Weekday,08:25:22,Morning,Positive,,,,
6ecdcc28-0701-4183-aab5-35988a71cc4f,1,Instagram,Image,Late compare by.,2021-05-12 22:55:51,2021-05-12,Weekday,22:55:51,Night,Neutral,,,,
9f0ab432-ce9c-47cb-9eac-d499f19a0698,3,Twitter,Video,Event anything simple subject first keep.,2021-11-21 05:58:02,2021-11-21,Weekend,05:58:02,Night,,df92095d-9d24-4465-911e-ead8772eb874,34,,
57eac3a1-f055-46f2-999b-275e60f3d402,2,Facebook,Link,Yet buy although follow.,2023-12-08 03:59:07,2023-12-08,Weekday,03:59:07,Night,,9452499d-d8dc-4607-854a-e04f0c577c18,35,,
434e7bc1-35de-4b9b-b1c3-f67b504863ce,1,Instagram,Video,Run key policy either surface receive government enough.,2023-11-17 19:24:23,2023-11-17,Weekday,19:24:23,Evening,Negative,,,,
eb724875-fea6-48c6-bd77-6fd923234b40,4,LinkedIn,Video,Keep however find few memory.,2022-11-25 21:33:10,2022-11-25,Weekday,21:33:10,Evening,Neutral,,,,
9456c066-dc89-46e0-a5a5-3eaa028d7e05,3,Twitter,Image,Score direction drug ready.,2023-11-30 21:47:07,2023-11-30,Weekday,21:47:07,Evening,,,,,
cbe61817-c9c1-415e-99d9-a8b953fa7189,2,Facebook,Image,Interesting statement support.,2023-06-30 15:04:03,2023-06-30,Weekday,15:04:03,Afternoon,Positive,,,42299c35-64d7-429d-8091-e31082e8ed30,18
81e23ba8-e6e5-4550-8576-4e2dabe42e5c,3,Twitter,Video,Movie note loss property.,2021-07-28 12:08:34,2021-07-28,Weekday,12:08:34,Afternoon,,,,,
7bfcd3ca-40dd-4a48-ba9a-93db6a0fb986,3,Twitter,Image,Them another network stage PM.,2023-07-24 03:12:55,2023-07-24,Weekday,03:12:55,Night,,2db0493f-268a-4d7c-b248-6cc7c0445dd8,36,,
6350e102-a982-4bf2-9161-000680bbc670,3,Twitter,Image,Summer always build room style fact.,2023-08-13 05:38:48,2023-08-13,Weekend,05:38:48,Night,,,,,
d6d8d409-a41a-4d1b-8ed7-57e8eeefcab8,1,Instagram,Image,Decide significant raise.,2024-02-13 12:40:01,2024-02-13,Weekday,12:40:01,Afternoon,Positive,,,,
f2506ec8-34e1-4160-9e6a-422a0b3368e6,4,LinkedIn,Image,Begin theory deep control positive entire treatment.,2023-12-23 19:20:45,2023-12-23,Weekend,19:20:45,Evening,,,,,
89077450-f1ff-4c1f-a121-9c5b494c353e,4,LinkedIn,Image,Artist past course law develop people.,2021-03-18 03:49:16,2021-03-18,Weekday,03:49:16,Night,Negative,,,,
9660a5ba-acb6-4592-862d-8d569660eb24,3,Twitter,Video,Animal radio without I.,2022-09-13 16:01:30,2022-09-13,Weekday,16:01:30,Afternoon,,,,,
